ID,PAINTING,total_fixations,areas_of_interest,visits_to_final_area,isolated_fixations,area_duration_min,area_duration_max,area_duration_mean,area_duration_std,min_fixations_per_area,max_fixations_per_area,mean_fixations_per_area,std_fixations_per_area,last_series_duration,last_series_num_fixations,first_is_longest_duration,first_is_most_fixations,last_is_longest_duration,last_is_most_fixations,total_duration_fixations,fixation_duration_min,fixation_duration_max,fixation_duration_mean,fixation_duration_std,min_dilatation,max_dilatation,mean_dilatation,std_dilatation,instance_area_mean_dilatation_min,instance_area_mean_dilatation_max,instance_area_mean_dilatation_mean,instance_area_mean_dilatation_std,dilatation_range_min,dilatation_range_max,dilatation_range_mean,dilatation_range_std,is_max_dilatation_in_first_instance_area,is_max_dilatation_in_last_instance_area,returns_to_initial_area,times_returns_to_initial_area,n_area_changes_before_first_long_area,initial_instance_area_duration_ms,initial_instance_area_n_fixations,vote,RFLabel
162,15,26,2,6,4,9086,12320,10703.0,2286.7833303572947,12,14,13.0,1.4142135623730951,9086.0,12,False,False,False,False,21406,616,1771,823.3076923076923,262.04377790449735,39.12908935546875,47.93782806396485,44.55832125719269,0.5248651161191638,39.87497091293335,46.5663275718689,44.031479540806735,2.1658521398616752,0.4611663818359375,6.091907501220703,3.4318070845170467,2.0003563746922026,False,False,True,5,2,9086.0,12,17,0.0
256,15,27,3,5,8,6545,7238,6904.333333333333,347.21223096736287,8,10,9.0,1.0,7238.0,10,False,False,False,False,20713,616,1309,767.1481481481482,192.7740214910281,31.47300338745117,43.13865661621094,37.89829804225205,0.4109654953799216,34.69098965326945,42.885929107666016,38.14442315900215,1.879110060169136,0.4231491088867187,6.497966766357425,2.1666465759277336,1.5304914637140314,False,False,True,4,1,7238.0,10,48,1.0
413,4,21,4,3,6,1386,8316,4716.25,3087.290330262661,2,8,5.25,2.753785273643051,6083.0,7,False,False,False,True,18865,616,1540,898.3333333333334,283.2651290457993,29.58442687988281,36.88515472412109,33.49346955507975,0.5156002971063322,32.043948960470985,36.17605463663737,33.92027678613592,1.4688529175940357,0.9233512878417968,4.124874114990238,2.192108790079753,1.2497899207777026,False,False,True,2,3,3080.0,4,28,1.0
339,21,12,2,3,4,2541,10472,6506.5,5608.063881590509,3,9,6.0,4.242640687119285,2541.0,3,True,True,False,False,13013,616,3388,1084.4166666666667,815.1945064420719,13.187676429748535,67.74201202392578,60.16531433113898,6.520491180268446,56.46187566968327,64.69132089614868,62.67570608774688,3.165282425520937,0.70440673828125,53.6278600692749,12.211535612742106,20.57510367930722,False,False,True,2,1,10472.0,9,40,0.0
215,47,26,5,3,10,2464,6930,4065.6,1755.3635805724125,3,8,5.2,1.9235384061671343,3850.0,5,False,False,False,False,20328,616,1386,781.8461538461538,186.9591810653208,58.99835261235455,65.51895367797479,62.54805524225095,0.3647230359041215,59.6850295748037,64.53489254307372,62.47972021920785,1.421948887246977,0.5192898593996205,5.183451311847193,1.8264736890838729,1.2680644632570717,False,False,True,4,4,6930.0,8,6,0.0
28,7,17,2,4,2,4620,12705,8662.5,5716.958325893237,4,13,8.5,6.363961030678928,12705.0,13,False,False,True,True,17325,616,2233,1019.1176470588236,493.4383044455687,34.10514722120489,40.27503554982162,37.53134023350551,0.4727668788324049,36.15731257542151,38.52578084120425,37.58877075325818,0.749707824084525,1.9303626967256449,5.133082255536401,3.487663495670444,1.3864581647991103,False,True,True,3,1,12705.0,13,9,0.0
257,9,16,2,3,3,6083,8316,7199.5,1578.9694423895603,7,9,8.0,1.4142135623730951,6083.0,7,False,False,False,False,14399,616,1617,899.9375,351.98209589883027,35.56730651855469,43.19483947753906,40.278867755221775,0.2841228522824772,38.47296518804707,42.24215267605252,40.462333778997866,1.472044715382967,0.2777748107910156,5.329181671142585,2.1028334299723306,1.750955143814577,False,False,True,2,1,8316.0,9,25,1.0
6,1,13,2,3,1,2541,8008,5274.5,3865.752772746856,4,9,6.5,3.5355339059327378,8008.0,9,False,False,False,False,10549,616,1309,811.4615384615385,244.7408886232592,57.38141632080078,63.38119125366211,60.84014253044283,0.2486501629735362,59.80930727499503,62.889028602176246,61.08492025568675,1.21330068851844,0.5623321533203054,4.550266265869141,2.171767425537108,1.6748920975710135,False,True,True,2,1,8008.0,9,12,1.0
91,4,19,3,3,4,693,14168,6031.666666666667,7159.895972242427,1,14,6.333333333333333,6.8068592855540455,3234.0,4,False,False,False,False,18095,693,1540,952.3684210526316,274.297934234194,44.92399978637695,52.243743896484375,49.10879934018462,0.4211247451261983,47.3915153503418,50.6695179409451,48.47315757523186,1.2988436417768476,0.5645599365234375,4.808219909667969,2.5079988752092643,2.0149873125365336,False,False,True,2,4,14168.0,14,28,0.0
231,15,11,2,2,1,616,11011,5813.5,7350.374990434161,1,10,5.5,6.363961030678928,11011.0,10,False,False,True,True,11627,616,2387,1057.0,536.8958930742533,13.471328735351562,48.43040084838867,39.526471406018096,3.8766082977267895,26.64597654342652,42.68655715165315,36.44825111111289,8.593687235937791,8.366161346435547,34.95907211303711,24.452362060546875,14.147217492936417,False,True,True,1,1,11011.0,10,16,1.0
215,11,25,3,5,3,2233,10857,6955.666666666667,4370.2729129121135,3,12,8.333333333333334,4.725815626252608,10857.0,12,False,False,False,False,20867,616,1309,834.68,224.1392275647736,51.990495242322666,64.37346171384638,58.99613086842275,0.5914981744047816,56.41844306766062,61.61406110288435,59.20093246507071,1.7821491061203731,0.9308742031808775,7.486172314929185,3.7931816559505975,2.290637221013188,False,False,True,4,2,10857.0,12,16,1.0
174,21,13,2,1,0,3388,7392,5390.0,2831.2555518709364,3,10,6.5,4.949747468305833,3388.0,3,True,True,False,False,10780,616,1694,829.2307692307693,303.39994337676734,41.503849029541016,47.57763671875,44.57260274102433,0.7882944122004578,44.11167442230951,44.71088123663878,44.41127782947415,0.4237032017454112,4.991405487060547,5.072212219238281,5.031808853149414,0.0571389882884011,True,False,True,0,1,7392.0,10,7,1.0
37,11,31,2,4,2,7777,18634,13205.5,7677.058323342347,9,22,15.5,9.192388155425116,18634.0,22,False,False,True,True,26411,616,1771,851.9677419354839,273.2762319059804,43.94938635731706,57.19812383661158,50.61935600217,0.8384330271933965,46.691813596041285,54.67010670800012,49.922425984956426,2.906815331685418,2.27893421096816,12.596200612057627,6.540798142511847,4.327370333012653,False,True,True,3,1,18634.0,22,39,0.0
387,21,25,4,6,5,3696,7777,5062.75,1890.6858323546687,4,10,6.25,2.6299556396765835,7777.0,10,False,True,False,False,20251,616,1386,810.04,187.4545456015049,50.50434494018555,55.82742691040039,53.29848225660998,0.2967484926253599,51.25489998297258,54.92044086456298,53.29102189759615,1.1159424051504918,0.2532691955566406,1.9628944396972727,1.2242590586344402,0.5392563154429901,False,False,True,1,1,3850.0,5,30,1.0
197,4,18,2,4,2,4928,12628,8778.0,5444.722215136416,5,13,9.0,5.656854249492381,12628.0,13,True,True,False,False,17556,616,2772,975.3333333333334,555.882657951986,44.522034051567054,55.2489334451796,49.455596634256665,0.6071446427211653,48.07234353645348,54.29799413512342,50.43557354186511,2.1529129457319707,1.2574508957999768,6.258881806325292,3.4642386412242385,2.0108659747619,False,False,True,3,1,12628.0,13,31,0.0
184,16,32,3,4,2,3465,13552,8495.666666666666,5043.548981950441,5,17,10.666666666666666,6.027713773341708,13552.0,17,False,False,True,True,25487,616,1386,796.46875,182.0150621869059,44.309715270996094,50.08550262451172,47.32845063345495,0.2648675460201871,45.41379976272583,48.16369897418011,46.96899218311146,1.0174757128529577,0.465038299560554,2.871662139892578,1.716741561889649,0.899967130830497,False,True,True,3,1,13552.0,17,2,0.0
199,7,16,4,1,3,1386,6776,3311.0,2490.328090834619,1,9,4.0,3.559026084010437,3465.0,4,False,False,False,False,13244,616,1617,827.75,306.0689464810176,38.141866842925744,46.88653412285823,43.13316830199104,0.4965297114103281,40.42987301065405,45.41798746562466,43.09497114980285,2.048979923932772,1.3766451550808938,4.336017203498791,2.812747022446677,1.198333865479378,False,False,True,1,1,6776.0,9,27,0.0
285,13,27,2,5,2,12551,15323,13937.0,1960.0999974491097,10,17,13.5,4.949747468305833,15323.0,17,False,False,False,False,27874,616,3234,1032.3703703703704,525.3996389671206,22.839731216430664,33.979984283447266,30.474609829827937,0.4633317965221586,29.25883051819272,32.83706659589495,30.513584200393325,1.036860429548109,0.5729503631591832,9.158004760742188,2.9853621588812937,2.610197088515545,False,False,True,4,2,15323.0,17,30,1.0
162,6,31,2,4,1,5005,19327,12166.0,10127.183320153734,7,24,15.5,12.020815280171307,19327.0,24,False,False,False,False,24332,616,1309,784.9032258064516,216.34977156427504,34.920921325683594,44.32954406738281,40.26408704945387,0.4415948104036326,36.96401998324272,43.34544574130665,40.12250974677441,1.9119073159221296,1.448577880859375,5.352848052978516,3.653800487518311,1.4219081172951302,False,False,True,3,2,5005.0,7,37,1.0
162,9,27,3,5,8,6545,9240,8213.333333333334,1457.5864754220702,6,12,9.0,3.0,6545.0,6,False,False,False,False,24640,616,2464,912.5925925925926,498.42430636335257,31.841157913208008,45.374549865722656,41.30323465201283,0.5521465105266721,33.1000611782074,44.841930866241455,41.37537728524102,3.123732910252372,0.3846778869628906,4.840900421142578,2.3972593943278,1.469667904871619,False,False,True,5,2,8855.0,9,40,1.0
175,1,20,2,3,1,1848,15939,8893.5,9963.84165369964,3,17,10.0,9.899494936611664,15939.0,17,True,True,False,False,17787,616,1386,889.35,270.7706885714805,30.13788414001465,41.021949768066406,37.31108225456048,0.4858519792054084,35.91281604766846,40.44453144073486,37.67273713662496,1.7394567501017313,0.1893272399902343,9.021444320678713,4.1910747528076175,4.093725217933464,True,False,True,2,1,15939.0,17,3,0.0
339,20,9,2,2,0,2618,8932,5775.0,4464.672216411861,2,7,4.5,3.5355339059327378,8932.0,7,True,True,False,False,11550,770,2387,1283.3333333333333,618.4015685620469,12.239500999450684,70.4049072265625,59.77640205461106,4.858705253021888,58.012242581767424,61.63525679906209,59.79534110893255,1.8121752528895527,5.84332275390625,58.165406227111816,33.12123775482178,26.23246695242144,False,True,True,1,1,8932.0,7,15,1.0
284,7,16,2,5,5,5852,11550,8701.0,4029.094439200948,5,11,8.0,4.242640687119285,11550.0,11,False,False,False,False,17402,616,2002,1087.625,461.03649530161925,36.29673767089844,44.57721328735352,41.16281948329831,0.7040254471179233,37.842706468370224,44.00842800140381,40.86661454760545,2.2548114699719672,1.225799560546882,6.4862823486328125,3.0647460089789504,1.7382973757753473,True,False,True,4,3,11550.0,11,35,1.0
162,16,26,2,5,3,8239,13629,10934.0,3811.3055505954912,10,16,13.0,4.242640687119285,13629.0,16,True,True,False,False,21868,616,1463,841.0769230769231,235.4972480649272,41.62779998779297,48.996341705322266,45.92372267177191,0.3887070481329833,44.42267209455935,48.02622348100712,46.48047581462007,1.2649484051701516,1.2912940979003906,5.009849548339844,2.4638464185926647,1.4289268200313776,False,False,True,4,1,13629.0,16,14,0.0
194,20,25,4,4,5,4389,6622,5293.75,1100.4536564526468,5,7,6.25,0.957427107756338,4389.0,6,False,False,False,False,21175,616,1463,847.0,228.85111608496328,32.29911727683572,50.668816205201225,46.22001721272779,0.6696427321889612,38.70053946079658,49.45960212236784,45.77816704552459,2.833688319079205,0.7904729122612224,14.788297360923714,4.183958929898093,4.362477401585711,False,False,True,2,3,5775.0,7,40,1.0
256,23,29,4,7,9,2002,8239,5601.75,2866.893135434246,3,10,7.25,3.4034296427770228,8239.0,10,False,False,False,False,22407,616,1232,772.6551724137931,163.96630225708594,31.90849876403809,41.68272399902344,37.59261331398071,0.5195393639928955,33.35139980099419,40.81672911210494,37.08829210286834,2.327437977465061,0.884857177734375,4.645034790039063,2.5061513185501108,1.185254100644897,False,False,True,2,1,4620.0,6,47,1.0
277,21,18,2,5,6,4620,11473,8046.5,4845.80277147141,6,12,9.0,4.242640687119285,4620.0,6,False,False,False,False,16093,616,1848,894.0555555555555,298.9659575785338,30.80305878871542,46.17114161455082,41.33864213024136,0.5411935117955525,32.330673886301255,44.42339237208356,40.76648906159226,3.419208283687581,0.8350858520311846,4.258490231078717,2.3191197132224746,1.084727913421956,False,False,True,4,3,11473.0,12,33,1.0
337,23,34,2,6,4,7546,18634,13090.0,7840.399989796439,10,24,17.0,9.899494936611664,7546.0,10,False,False,False,False,26180,616,1309,770.0,180.82956985331057,32.94047927856445,39.13201522827149,36.71721740101299,0.4480088601832191,35.26815104484558,38.82124159071181,37.02132234445048,0.9949626830335276,0.3616790771484375,5.083408355712891,2.487620353698732,1.4791210663529184,False,False,True,5,1,18634.0,24,14,0.0
245,23,26,2,3,0,4851,16940,10895.5,8548.213877764172,6,20,13.0,9.899494936611664,16940.0,20,True,False,False,False,21791,616,1617,838.1153846153846,265.2440878772723,30.90496063232422,41.09376525878906,36.18725492420262,0.5863720239880302,35.40462769723501,38.08741515830712,36.55399075923178,1.317179455425673,4.5070648193359375,9.710708618164062,6.189712524414064,2.114390641488891,False,False,True,2,1,16940.0,20,10,0.0
183,16,7,2,1,1,1386,6391,3888.5,3539.0694398386704,1,6,3.5,3.5355339059327378,1386.0,1,True,True,False,False,7777,616,2387,1111.0,675.4632977939414,42.964725494384766,49.33924102783203,45.77584217756815,0.907982653178105,45.5085510976703,47.37958865695529,46.4440698773128,1.3230233460251453,3.953205108642578,5.751091003417969,4.852148056030273,1.2712973079953225,False,True,True,0,1,6391.0,6,32,0.0
271,16,10,3,2,3,616,6930,2977.333333333333,3444.6923423338308,1,7,3.333333333333333,3.2145502536643185,1386.0,2,False,False,False,False,8932,616,1309,893.2,272.115090030344,59.296966552734375,64.34879302978516,61.8005568375141,0.4230072581582543,59.9270273844401,62.888882082612994,61.02609834646671,1.1726983899650405,0.5393562316894531,2.821372985839844,1.4437904357910143,0.8662056451608807,False,False,False,0,2,616.0,1,32,0.0
200,6,24,2,3,1,8316,12012,10164.0,2613.46666326548,10,14,12.0,2.8284271247461903,8316.0,10,False,False,False,False,20328,616,1848,847.0,296.05081819937897,52.02435609663888,61.7570008159277,59.31307666298102,0.2165667856425971,57.81585471547742,60.62598825767133,59.76039215221059,1.1274260833044771,0.7992156765963969,9.69109439464465,3.340305830376264,3.657556334661076,False,False,True,2,1,8316.0,10,30,1.0
88,4,22,3,2,3,3850,7700,5698.0,1929.6144692658168,5,10,7.333333333333333,2.516611478423583,3850.0,5,False,False,False,False,17094,616,1309,777.0,177.6794867169533,39.9926872253418,49.8018684387207,44.20297978000605,0.5715200099060854,41.25058507919312,48.80748716990153,44.62262715715963,2.6094196601126187,0.5305938720703054,5.2750244140625,3.197406768798825,1.5037133996415712,False,False,True,2,1,7700.0,10,26,1.0
9,13,25,2,3,2,9548,11935,10741.5,1687.863886692289,10,15,12.5,3.5355339059327378,9548.0,10,False,False,False,False,21483,616,1463,859.32,245.1939232525961,35.26902770996094,40.404541015625,37.76080943610712,0.3051064087413391,36.01117934380379,38.57407765532985,37.65157879821479,1.0938915571874572,0.9584579467773438,4.379165649414063,2.304276784261068,1.318353751068276,False,False,True,2,2,11935.0,15,26,1.0
26,9,21,3,5,6,4774,8855,6160.0,2334.2559842485143,5,9,7.0,2.0,8855.0,9,False,False,False,False,18480,616,2310,880.0,439.35327471182,42.1994700379629,49.40542606199193,46.54955612588917,0.5521969162041315,43.2781822538919,48.07859362356086,46.306494140488674,1.4939444062165748,0.5450174967471213,4.911966094367266,2.638473564112736,1.5039018011382443,False,False,True,4,1,8855.0,9,31,0.0
125,15,24,2,6,7,9240,10087,9663.5,598.9194436650057,12,12,12.0,0.0,10087.0,12,False,False,False,False,19327,616,1848,805.2916666666666,306.3039807498238,48.7332500966907,60.536288458564286,54.41056680578712,0.3914962013032184,50.22101406346509,56.8255061639394,53.9947220343016,2.1003190160570897,0.4491828894367486,8.695268408446111,2.423759386914718,2.784338162636568,False,False,True,5,4,9240.0,12,42,1.0
271,11,21,4,4,4,616,13167,4504.5,5818.299894871926,1,15,5.25,6.551081335677848,13167.0,15,False,False,False,False,18018,616,1386,858.0,248.6584002200609,47.820159912109375,60.91999053955078,54.67115691158581,0.747008727834569,51.08662550759831,59.49493360519409,55.9421339518172,2.5522983863115893,0.5584678649902344,11.109985351562509,3.640956878662109,4.154310900819149,False,False,False,0,2,616.0,1,31,1.0
200,7,27,2,3,2,6314,15477,10895.5,6479.219436012335,8,19,13.5,7.7781745930520225,15477.0,19,False,False,False,False,21791,616,1463,807.074074074074,226.38359649836107,56.03925700119952,61.575889304333,59.31812841639925,0.3212058340222843,56.699570091878485,60.44333093144666,58.599703961062914,1.3618727970371023,1.2482653644157369,4.582929581409047,2.70885783683058,1.3833884546576358,False,True,True,2,1,6314.0,8,33,0.0
311,6,12,2,2,2,5236,8393,6814.5,2232.3361082059305,6,6,6.0,0.0,5236.0,6,False,False,False,False,13629,616,2926,1135.75,660.8515340074501,39.12751388549805,45.4705924987793,40.98394743467789,0.296573663471718,40.27813752492269,44.64540142483182,41.57507625075763,2.068538980722754,1.1538047790527344,5.600273132324219,2.564914703369144,2.066288986170132,False,True,True,1,2,8393.0,6,31,1.0
85,10,19,2,3,2,4466,12474,8470.0,5662.511103741873,5,14,9.5,6.363961030678928,4466.0,5,True,True,False,False,16940,616,1925,891.578947368421,321.9256842795095,55.95133972167969,62.74291610717773,59.52768804020173,0.3534999878185612,58.19320551554362,60.60132302178277,59.45852219257102,0.9465159017258824,1.466033935546875,6.387355804443352,3.691755930582681,1.910589720138615,False,False,True,2,1,12474.0,14,33,1.0
88,13,18,4,3,5,616,7007,3984.75,2723.35912370489,1,7,4.5,2.6457513110645907,5082.0,6,False,False,False,False,15939,616,1463,885.5,235.11530337762565,37.52748489379883,47.24210739135742,41.43899510755397,0.5071081919661122,40.09604856703017,44.641969203948975,41.89313960799633,1.7284448258293656,0.3385581970214844,5.032596588134773,2.576035393608942,1.9599424037792392,False,False,True,2,1,5082.0,6,7,0.0
37,9,34,4,6,12,4158,9933,7064.75,2387.724352460588,5,13,8.5,3.3166247903554,6622.0,8,False,False,False,False,28259,616,2618,831.1470588235294,367.464377358474,40.15025993082626,56.95172474361553,50.63377310867838,0.8613733741222178,41.84279987348409,55.11801897332742,50.53546799148892,3.2050558139089858,0.7595761486460191,6.141446564384559,3.0704035542600545,1.654070773958156,False,False,True,5,3,6622.0,8,17,1.0
168,22,24,2,2,0,2464,21329,11896.5,13339.56942708422,3,21,12.0,12.727922061357855,21329.0,21,False,False,True,True,23793,616,2464,991.375,492.9425235478667,21.77094268798828,26.39740943908692,24.00132051369219,0.2599403384121491,22.914289399555752,24.45795664580969,23.59183059527736,0.7889235244225463,1.4108963012695312,2.840646743774421,2.1230195363362654,0.714891112159489,False,True,True,1,1,21329.0,21,20,1.0
311,7,20,3,4,5,2772,10010,6031.666666666667,3672.127766477268,3,11,6.666666666666667,4.041451884327381,5313.0,6,False,False,False,False,18095,616,1617,904.75,296.51446667467746,35.70110321044922,42.5053939819336,39.12239352289324,0.4493318018717452,36.03508377075195,41.87053235371908,38.84564005236128,1.5814616143585674,0.4422645568847656,4.6475830078125,1.9596908569335945,1.5297226511223865,False,False,True,1,1,2772.0,3,28,1.0
125,7,22,4,3,4,2002,10857,4928.0,4015.336515577908,3,11,5.5,3.696845502136472,3157.0,4,False,False,False,False,19712,616,2233,896.0,368.5485042704692,42.48258041675599,55.33341079363588,49.99864419782437,0.603548039907433,44.74319623532605,53.39826859305981,48.891113466659945,2.9202376577795564,0.9634834328256688,7.094859824936179,3.615688018260772,1.8759189630124635,False,False,True,2,2,10857.0,11,16,0.0
345,9,19,4,4,10,2156,6853,4042.5,2274.2173012562657,3,9,4.75,2.8722813232690143,4928.0,4,False,False,False,False,16170,616,1540,851.0526315789474,279.3704179210045,29.18363571166992,40.66651153564453,35.31301688169432,0.5706347201954415,33.01219262017144,39.02970679601033,35.51878735940006,1.5023830260775783,0.9440460205078124,4.810451507568363,2.258696828569685,1.16588060823158,False,False,True,2,2,2156.0,3,49,1.0
37,6,27,5,5,10,2310,8624,5636.4,2495.916725373665,3,7,5.4,1.51657508881031,7546.0,7,False,False,False,False,28182,616,2618,1043.7777777777778,458.697598837717,45.05310016980423,55.00556417830954,49.44286792224577,0.7966221453082546,46.26539209281066,52.04072352177681,49.15765121884037,1.689072830536402,0.759385418566815,8.85925829747491,2.9424688650035846,2.0694414782346,False,False,True,2,5,2310.0,3,11,0.0
170,14,22,2,3,2,3619,18095,10857.0,10236.077764456462,5,17,11.0,8.48528137423857,3619.0,5,False,False,False,False,21714,616,3080,987.0,571.1146995131538,36.99285888671875,46.17490768432617,41.59966589763344,0.5387815111647862,40.41552276161785,45.38814926147461,42.11640825058971,1.939214631192719,0.7822837829589844,7.43389892578125,3.46192169189453,2.504833732721596,False,False,True,2,1,18095.0,17,36,0.0
91,6,12,2,3,2,5005,5698,5351.5,490.0249993622774,5,7,6.0,1.4142135623730951,5005.0,7,False,False,True,True,10703,616,2541,891.9166666666666,535.949702242042,43.25945281982422,50.90092468261719,47.52027587052319,0.4361232619401112,44.81324569611322,49.3587921778361,47.1245939867149,1.6796190862850968,1.3871803283691406,3.4066696166992188,2.448222351074219,0.7307780467311232,False,True,True,2,2,5005.0,7,34,1.0
159,20,27,2,6,6,6545,16247,11396.0,6860.349991071884,7,20,13.5,9.192388155425116,16247.0,20,False,False,False,False,22792,616,1386,844.1481481481482,215.13568235734823,28.269502639770508,38.69558334350586,34.210922107285924,0.5286617852797361,30.25257539749145,36.2740751584371,33.89958879031516,2.089142621481553,1.1142921447753942,8.094255447387695,3.2085619839754984,2.3359040532654936,False,True,True,5,1,16247.0,20,31,1.0
25,6,26,2,5,3,10780,12936,11858.0,1524.5222202381965,10,16,13.0,4.242640687119285,10780.0,10,False,False,False,False,23716,616,3080,912.1538461538462,494.0939742443895,35.45012853186178,48.929402866896496,44.24704207000845,0.4811416839673251,35.8825670344458,47.62837427086827,43.907120680262985,3.2791976995895187,0.5413511599161893,5.628030214307245,2.9508632303546043,1.7570060872319362,False,False,True,4,1,12936.0,16,33,1.0
410,2,21,4,3,9,3003,11627,5447.75,4134.345524586288,4,9,5.25,2.5,3311.0,4,False,False,False,False,21791,616,3542,1037.6666666666667,658.6174408056115,32.28277969360352,41.33320236206055,37.44710970406111,0.6247039810052953,33.66252946853638,40.38757827065208,37.60571164975082,1.957292283221316,0.5225028991699219,5.280681610107422,2.295848573957169,1.6814631589742497,False,False,True,3,1,11627.0,9,28,1.0
200,16,26,5,2,8,693,9240,4265.8,3687.8096751323815,1,11,5.2,4.381780460041329,9240.0,11,False,False,False,False,21329,616,1309,820.3461538461538,226.27239200710144,60.77993604507301,64.76576410022207,62.61191885102277,0.2052578256232496,61.89429480319809,64.44545503276386,62.94527776673962,0.7716504240282087,0.3010017025923304,1.87975493200122,1.001300041969052,0.549203079122438,False,False,True,2,4,3850.0,5,24,0.0
393,47,15,2,3,4,2772,12474,7623.0,6860.349991071884,3,12,7.5,6.363961030678928,2772.0,3,True,True,False,False,15246,616,2695,1016.4,533.6303964355853,33.03711700439453,38.48885345458984,35.54728309058991,0.4171333781668661,34.54492314656576,37.03236134847005,35.648830398346625,0.8031458062222459,0.886016845703125,4.678203582763672,2.297409693400065,1.7388783025173022,False,False,True,2,1,12474.0,12,19,1.0
88,6,18,3,2,4,924,14091,5492.666666666667,7451.250387239267,1,15,6.0,7.810249675906654,1463.0,2,False,False,False,False,16478,616,2156,915.4444444444443,369.6461300188445,37.07078552246094,46.094364166259766,41.06149000297476,0.5163975512922632,40.23173147013393,45.54269886016846,42.32457132131514,1.9938490199432704,0.8071212768554688,5.786701202392585,2.482275009155273,2.2331069956954552,False,False,True,2,3,14091.0,15,11,0.0
413,1,20,4,3,4,2387,8624,4928.0,2641.2982918759226,2,10,5.0,3.559026084010437,8624.0,10,True,True,False,False,19712,616,2079,985.6,390.7123588631681,31.50153160095215,38.479888916015625,34.58982910565268,0.5585452672860707,32.65793752670288,37.60341386120729,34.65996537843186,1.7500838618499748,1.538227081298828,5.508657455444329,2.8962867259979226,1.3011402147138549,False,False,True,2,1,8624.0,10,21,1.0
257,11,22,4,4,8,2233,7084,4735.5,2267.25450710766,3,8,5.5,2.3804761428476167,6160.0,7,True,True,False,False,18942,616,1463,861.0,223.7185732119709,35.847415924072266,45.87189483642578,41.91564435449142,0.3355082399754376,38.22210401122333,44.950567881266274,42.01245667899894,2.050299638879669,0.2509040832519531,5.859241485595703,1.5926944187709264,1.5168021495545745,False,False,True,3,1,7084.0,8,32,1.0
197,10,19,2,3,2,7238,11704,9471.0,3157.938884779121,8,11,9.5,2.1213203435596424,11704.0,11,False,False,False,False,18942,616,1617,996.9473684210526,393.0216948612112,43.00257962842808,52.84459721902193,48.02655205975659,0.6601157239547865,46.27033147152336,51.748783862974165,48.82418218424399,2.372498306238224,1.1203347696805963,7.322746628685081,4.32120938218419,2.113329744276971,False,False,True,2,1,7238.0,8,35,0.0
256,14,22,4,2,11,2079,6545,4119.5,1875.072531930432,3,8,5.5,2.0816659994661326,3465.0,5,False,False,False,True,16478,616,1386,749.0,184.3438815547364,35.12213897705078,45.80239868164063,42.48057333759072,0.4850332048536583,38.15560847993881,45.26678042941623,42.63852873032817,2.026634472540332,0.5171051025390625,6.839851379394531,1.999565941946848,1.6638308052641435,False,True,True,4,5,6545.0,8,22,1.0
37,14,33,2,7,5,9548,17633,13590.5,5716.958325893237,12,21,16.5,6.363961030678928,17633.0,21,False,False,False,False,27181,616,1694,823.6666666666666,298.5207977120969,43.0682088645001,58.69732812472554,53.60045157247072,0.8783516388063928,47.49095069711096,55.76720753302629,53.06976247162266,2.5020737382263696,1.031924251598248,15.629119260225435,4.406131322303756,3.811881089766709,False,False,True,6,1,17633.0,21,11,0.0
170,15,30,3,4,5,6314,9317,7494.666666666667,1601.032271171738,9,12,10.0,1.7320508075688772,9317.0,12,False,False,False,False,22484,616,1232,749.4666666666667,160.41578160675382,33.32259750366211,46.84328842163086,40.0524652344129,0.5293820842051407,37.27118253707886,43.632315158844,39.55928185491851,2.288424267885945,0.6953506469726562,8.208965301513672,3.6140464146931977,2.527720414499029,False,False,True,2,2,6853.0,9,28,1.0
200,9,23,3,4,6,4158,13321,7238.0,5268.173212793976,5,13,7.666666666666667,4.618802153517007,4235.0,5,False,False,False,False,21714,616,2002,944.0869565217392,362.0692943526743,51.64580930602388,63.22801473483992,58.59234057058642,0.4527869779264072,54.580833919835285,60.8661195937385,58.372052303395854,2.1435355393931514,0.5593092475435455,6.276962191103578,2.28882641819179,2.1983482940047,False,False,True,3,3,4158.0,5,19,1.0
159,10,25,2,5,5,2926,18942,10934.0,11325.022207483746,4,21,12.5,12.020815280171307,18942.0,21,False,False,False,False,21868,616,1848,874.72,316.6064223395771,27.556690216064453,37.914527893066406,34.1223398891529,0.4675299814507088,30.86818218231201,37.61654949188232,34.74250615460033,2.315747417083301,0.6309852600097656,7.311334609985352,3.0952506595187725,2.539434199059712,False,False,True,4,1,18942.0,21,31,1.0
125,20,18,4,1,7,1694,6006,3753.75,2222.242767266139,2,8,4.5,3.0,1694.0,2,False,False,False,False,15015,616,1309,834.1666666666666,181.54411228646973,44.899355223131536,61.16336074078817,56.40596387471507,0.4887845373799993,48.16433395320281,60.63551391512696,56.23935976292784,3.796432214274311,0.4915397783833057,8.651389772073458,2.342423389229887,2.5626580241062915,False,False,True,4,6,6006.0,8,18,1.0
91,11,24,2,4,3,4928,14630,9779.0,6860.349991071884,5,19,12.0,9.899494936611664,14630.0,19,False,False,False,False,19558,616,1617,814.9166666666666,277.0852822204536,34.54586410522461,51.37886428833008,47.35632164128825,0.4521160825974736,36.06965189509921,49.700466591971264,46.96492671299084,4.858110242801487,0.5305519104003906,10.81491470336914,4.01709038870675,3.511320295698764,False,False,True,3,1,14630.0,19,7,1.0
