ID,PAINTING,total_fixations,areas_of_interest,visits_to_final_area,isolated_fixations,area_duration_min,area_duration_max,area_duration_mean,area_duration_std,min_fixations_per_area,max_fixations_per_area,mean_fixations_per_area,std_fixations_per_area,last_series_duration,last_series_num_fixations,first_is_longest_duration,first_is_most_fixations,last_is_longest_duration,last_is_most_fixations,total_duration_fixations,fixation_duration_min,fixation_duration_max,fixation_duration_mean,fixation_duration_std,min_dilatation,max_dilatation,mean_dilatation,std_dilatation,instance_area_mean_dilatation_min,instance_area_mean_dilatation_max,instance_area_mean_dilatation_mean,instance_area_mean_dilatation_std,dilatation_range_min,dilatation_range_max,dilatation_range_mean,dilatation_range_std,is_max_dilatation_in_first_instance_area,is_max_dilatation_in_last_instance_area,returns_to_initial_area,times_returns_to_initial_area,n_area_changes_before_first_long_area,initial_instance_area_duration_ms,initial_instance_area_n_fixations,vote,RFLabel
133,22,33,2,1,1,616,79849,40232.5,56026.19159375372,1,32,16.5,21.920310216782973,616.0,1,True,True,False,False,80465,616,13706,2438.333333333333,2640.245865287297,12.953837394714355,52.068302154541016,46.30145664774236,1.2138944892182058,46.14899606387263,51.180195331573486,48.66459569772306,3.5575951196920674,1.2666778564453196,39.11446475982666,20.19057130813599,26.76242677228435,True,False,True,0,1,79849.0,32,48,1.0
323,21,16,2,5,6,17094,59367,38230.5,29891.524961098923,6,10,8.0,2.8284271247461903,17094.0,6,False,True,False,False,76461,616,21175,4778.8125,5135.345366104082,12.196612358093262,44.4210090637207,36.30435081360466,2.744796722039141,34.50578688385426,39.91140123692954,36.70534981496131,1.9299971897809385,4.808540344238288,31.34928607940674,12.693809223175048,7.824563164689151,True,False,True,4,1,59367.0,10,32,0.0
310,9,49,3,5,5,24332,49896,33418.0,14295.480824372436,13,22,16.333333333333332,4.932882862316247,26026.0,14,False,False,False,False,100254,616,7161,2046.0,1546.5630981847028,39.66444778442383,49.57268905639648,44.36143951027404,1.2215410536018498,41.02622095743815,46.39746538798014,44.43172446230491,1.3402663815835716,1.7414779663085938,8.342418670654297,5.027077992757161,2.0487777146462736,False,True,True,6,2,49896.0,22,32,0.0
80,10,17,2,3,2,10241,57827,34034.0,33648.38328954305,4,13,8.5,6.363961030678928,57827.0,13,False,False,True,True,68068,770,10087,4004.0,2750.3932218866453,26.18302345275879,42.454246520996094,35.217141304935296,2.3205207685890143,34.19878165108817,37.00944197411631,35.24953963069712,1.1881139193823786,4.566917419433594,13.459035873413091,9.52876631418864,2.958501447648367,False,False,True,2,2,10241.0,4,32,0.0
246,14,36,2,4,1,28028,47740,37884.0,13938.488870749225,17,19,18.0,1.4142135623730951,47740.0,19,False,False,False,False,75768,693,8624,2104.6666666666665,1993.6904473864545,41.70836639404297,59.30659103393555,54.06233126164348,1.5170379659901814,52.87146577659318,56.90020171086034,54.89163777432066,1.6726414804965617,1.270221710205078,15.382862091064451,7.7114520072937,4.762733699889904,False,False,True,3,1,28028.0,17,13,0.0
260,14,38,2,8,4,27797,60214,44005.5,22922.28052572432,16,22,19.0,4.242640687119285,27797.0,16,False,False,False,False,88011,616,8085,2316.0789473684213,1678.9285093608985,25.25932502746582,45.93229293823242,40.21341137286995,1.6014157229157122,37.28950262069702,43.057218601865344,40.18107040518334,1.9674158591179431,3.1879425048828125,20.6729679107666,8.063289642333984,4.423539168264801,False,False,True,7,1,27797.0,16,12,0.0
220,21,30,3,8,9,4004,74305,35368.666666666664,35756.890976891904,3,16,10.0,6.557438524302,27797.0,11,False,False,False,False,106106,693,7623,3536.866666666667,2121.0991251826435,26.3092098236084,35.42561340332031,30.58827252746712,1.4501672660132614,28.114581801674586,31.707466261667907,30.444280059445845,0.9668029456451716,0.8703289031982422,8.111482620239258,5.045036077499391,1.9396820018436964,False,False,True,7,1,27797.0,11,25,0.0
260,2,35,3,4,5,11011,38269,27001.33333333333,14229.452777016177,8,16,11.666666666666666,4.041451884327381,11011.0,8,False,False,False,False,81004,616,5929,2314.4,1536.933122659998,37.59572219848633,49.20906829833984,43.97211172571189,1.3849405224696467,40.91134441600126,45.63968248078317,43.67275333390513,1.6211870521354612,2.17630386352539,11.238883972167969,6.216924520639273,2.429753923212931,False,True,True,4,5,38269.0,16,25,0.0
297,22,35,2,4,2,5467,95095,50281.0,63376.56658418788,4,31,17.5,19.091883092036785,95095.0,31,False,False,False,False,100562,616,17556,2873.2,3104.237282470905,37.7235221862793,50.513893127441406,44.4658639493959,1.2896555337740716,41.94985446929932,46.76234127793994,44.92765758306625,1.971096005552636,0.9980583190917968,8.869976043701165,4.88305446079799,3.088256502189996,False,False,True,3,1,95095.0,31,16,0.0
291,2,35,5,3,5,7392,45661,21683.2,15723.712974358186,2,16,7.0,5.385164807134504,16940.0,6,False,False,False,False,108416,847,7777,3097.6,2131.686010429028,45.51285552978516,67.261962890625,61.85644764794635,2.2969334524464533,59.76210877953506,63.21048467446029,61.800962075321806,1.054577257841734,4.161689758300781,19.988220214843743,8.920623540878296,4.950165637438369,False,False,True,4,1,45661.0,16,27,0.0
317,10,55,2,12,10,44583,62370,53476.5,12577.30831696512,27,28,27.5,0.7071067811865476,62370.0,28,False,False,False,False,106953,616,10164,1944.6,1428.154022194774,38.2755126953125,53.15733337402344,50.04263219626777,0.9823748498091186,47.51899186262951,51.5489124721951,50.029549635210365,0.9822418473608776,1.26922607421875,13.93304443359375,4.312189516813858,3.1164359831145485,False,False,True,11,1,62370.0,28,30,0.0
260,20,53,7,1,38,770,27489,13585.0,9339.548472312068,1,14,7.571428571428571,4.790864322059324,770.0,1,False,False,False,False,95095,616,5544,1794.245283018868,1062.9374014722016,20.40616798400879,50.313846588134766,43.10795367263767,1.8094947095567044,36.45626664161682,47.47603225708008,43.22727783894242,2.7478157119166724,1.4247283935546875,26.90916633605957,5.840295961168077,4.158625814368467,False,False,True,10,3,22484.0,12,22,0.0
92,16,14,2,2,0,17556,26257,21906.5,6152.53610310415,5,9,7.0,2.8284271247461903,26257.0,9,False,False,False,True,43813,924,7777,3129.5,1755.5083309400727,27.297243118286133,34.53275680541992,30.26808844092134,0.7296225156630303,29.913874040081065,30.77980252287145,30.254963467495525,0.461281886332965,4.306121826171875,7.235513687133789,5.524686177571614,1.525475804931208,False,True,True,1,1,26257.0,9,33,1.0
412,15,27,4,5,16,1386,42581,25390.75,17793.096177544066,1,12,6.75,4.7871355387816905,42581.0,9,False,False,False,False,101563,693,10010,3761.5925925925926,2816.777431190845,22.02033805847168,44.25973892211914,35.35906287739006,2.395045911711618,31.53291433507746,38.99402882502629,35.332595090631855,2.174048817007268,2.859203338623047,15.97740364074707,8.68074862162272,3.560705973556024,False,False,True,4,3,23562.0,5,35,0.0
38,16,29,2,4,1,27874,48125,37999.5,14319.619425808774,12,17,14.5,3.5355339059327378,27874.0,12,False,False,False,False,75999,616,11396,2620.655172413793,2125.383600265105,48.93204498291016,63.379337310791016,56.76753303038374,4.385216038072962,55.06802868843079,57.77916090311343,56.44034151472402,1.1472317487350492,7.916378021240234,13.911670684814446,11.12107685634068,1.803904254197792,False,True,True,3,2,27874.0,12,33,0.0
412,6,39,2,2,0,1694,99022,50358.0,68821.28879932429,2,37,19.5,24.748737341529164,99022.0,37,False,False,True,True,100716,616,9856,2582.4615384615386,2066.1151932800926,11.295173645019531,42.15049362182617,35.347130224070376,2.4572613602077067,34.311286838584685,37.80661970774332,35.83561528202063,1.789965793365634,2.4236373901367188,30.85531997680664,14.79491933186849,14.570426942339326,False,True,True,1,1,99022.0,37,26,0.0
331,9,18,2,5,5,39424,44968,42196.0,3920.1999948982193,8,10,9.0,1.4142135623730951,44968.0,10,True,True,False,False,84392,616,17633,4688.444444444444,4869.398298645293,12.01524257659912,47.8631591796875,41.81247241960743,3.7916552155332655,39.55996146568885,43.17831785904365,41.402050759827134,1.2371968952340993,7.12835693359375,35.42783832550049,13.10410976409912,8.66292394764954,True,False,True,4,1,44968.0,10,35,0.0
220,1,48,2,9,6,51051,62524,56787.5,8112.63610055326,21,27,24.0,4.242640687119285,51051.0,21,False,False,False,False,113575,616,8470,2366.145833333333,1867.2007378162152,24.757156372070312,32.67323684692383,27.91555995283476,0.8158004267187907,26.38915597860152,29.4007555770874,28.07799879176105,0.7618378467573822,1.1822662353515625,5.957895278930664,3.668260910931755,1.363606676777367,False,False,True,8,1,51051.0,21,39,0.0
351,2,12,3,2,4,7700,57365,25718.0,27494.82291268667,2,7,4.0,2.6457513110645907,57365.0,7,False,False,False,True,77154,616,31185,6429.5,8919.409229315583,22.12579727172852,54.379154205322266,45.22267372665029,4.128514863137455,42.762117738833375,46.80183684031169,45.59901866526743,1.4997925834845551,9.302593231201172,32.02296447753906,17.58079528808594,8.309839796736496,False,False,True,1,2,7700.0,2,40,1.0
138,2,39,4,10,20,1694,47355,21290.5,19899.44794041617,2,16,9.75,6.4485140407177015,47355.0,16,False,False,False,False,85162,616,7161,2183.641025641026,1361.0644535412926,29.82496833801269,43.52207946777344,37.762764715386375,0.9366607381056042,36.57256286208694,38.814316758403066,37.77890258747014,0.5662283439427033,1.152069091796882,10.26272964477539,3.721311240360656,2.4527264887894065,False,True,True,10,1,25256.0,14,33,0.0
80,4,32,2,10,12,33341,39886,36613.5,4628.013882865954,14,18,16.0,2.8284271247461903,33341.0,18,False,False,False,False,73227,693,7007,2288.34375,1661.6531140922827,11.255043983459473,42.01848602294922,35.43725413047903,2.373103130894488,32.18270492553711,37.4230050385031,35.37155097594677,1.5435650644968242,4.528781890869141,28.947569847106934,8.93573344381232,5.2841840823641855,False,False,True,9,1,33341.0,18,19,0.0
341,10,32,3,9,13,1694,38192,24434.666666666668,19838.12514662949,2,16,10.666666666666666,7.571877794400365,38192.0,16,False,False,False,False,73304,616,10010,2290.75,1707.8306367643625,37.81686401367188,58.11155319213867,52.57794339198246,1.3874560950178116,48.23044243133701,55.60168504714966,52.75194020270037,1.7314090720224335,1.0426406860351562,16.01659393310546,5.374135268361944,3.662757851653982,False,False,True,8,8,38192.0,16,36,0.0
139,21,18,2,2,1,2387,76076,39231.5,52105.9915988555,1,17,9.0,11.31370849898476,76076.0,17,True,True,False,False,78463,1386,9856,4359.055555555556,2810.7498993564027,11.175809860229492,42.03029251098633,39.30461050176198,0.8679962977335927,38.2411736149491,39.51671303844956,38.669277626157566,0.7339137028132005,3.2265701293945312,30.85448265075684,13.394492467244469,15.189011741101522,True,False,True,1,1,76076.0,17,35,0.0
238,1,42,5,4,13,7238,43659,18895.8,15283.927823043394,4,18,8.4,5.594640292279746,23177.0,7,False,True,False,False,94479,693,12397,2249.5,2022.5198392104835,17.868181228637695,54.6595458984375,48.85155500410553,2.125263362518799,46.81170862371271,51.3875104118796,48.85286285315315,1.2680243433258371,2.187973022460937,33.66377067565919,7.1941850911016045,6.0658526305947005,False,False,True,7,1,43659.0,18,24,0.0
409,23,27,2,4,2,46893,62216,54554.5,10834.997208121467,9,18,13.5,6.363961030678928,62216.0,18,False,False,False,True,109109,770,11781,4041.074074074074,3048.024908109486,25.25553703308105,48.42321014404297,39.58735912993501,2.3089678789587773,35.64893424510956,42.15409110863235,38.65805745438042,2.221844629277092,10.053129196166992,22.6500415802002,13.8142409324646,3.847496119482028,False,False,True,3,2,46893.0,9,22,0.0
323,18,24,2,2,1,693,69146,34919.5,48403.58049256274,1,23,12.0,15.556349186104043,69146.0,23,True,True,False,False,69839,616,9471,2909.958333333333,2526.2959219269874,14.429123878479004,61.18230819702149,37.694319666388616,3.3078549914552915,27.03415245480008,38.28416995811734,34.34040482380011,6.33407165721937,19.4239559173584,36.63194847106934,26.505349159240723,8.999095062197705,True,False,True,1,1,69146.0,23,32,1.0
260,6,40,2,7,6,36729,44275,40502.0,5335.827770833687,20,20,20.0,0.0,44275.0,20,False,False,False,False,81004,693,9471,2025.1,1720.5534261706875,19.06933212280273,45.44332885742188,39.78270992434955,1.5252916886393555,37.47902988592783,41.29894757392381,39.27890079800561,1.005792882682219,1.2210807800292969,23.12775802612305,7.896710123334614,6.459463504170932,False,False,True,6,3,36729.0,20,16,0.0
217,14,46,2,6,2,47201,67452,57326.5,14319.619425808774,20,26,23.0,4.242640687119285,67452.0,26,False,False,False,False,114653,616,8162,2492.4565217391305,2116.7988694307232,47.192630767822266,57.37507247924805,52.867400314608126,1.0068037960670846,51.25242082571752,54.78232409159343,53.1502534353666,1.1918857875531754,2.2016677856445312,8.082481384277344,4.693463065407494,1.6769587654528313,False,False,True,5,1,67452.0,26,43,1.0
229,7,26,2,4,2,43813,47432,45622.5,2559.019441114116,13,13,13.0,0.0,47432.0,13,True,True,False,False,91245,616,15939,3509.423076923077,3448.9243328675902,37.51211929321289,52.83367919921875,47.59406633017024,1.0375805635470012,44.65088188927453,49.26002667288958,47.54017557835171,1.7077929821267133,2.144126892089844,12.854713439941406,6.258330753871372,3.505131609971199,False,False,True,3,1,47432.0,13,16,0.0
139,14,17,4,4,6,2541,57596,19962.25,25386.14018678959,2,8,4.25,2.6299556396765835,57596.0,8,False,False,False,False,79849,924,23177,4697.0,5747.986821488024,29.89373588562012,40.10755920410156,37.49866664101969,0.7421913170931057,36.33616053263346,38.2880609035492,37.56386644128085,0.5768929232424264,1.0795555114746165,10.213823318481442,3.5293001695112767,2.6161639189733026,False,False,True,2,4,7700.0,4,24,0.0
260,7,52,2,10,6,36960,52052,44506.0,10671.655541667376,25,27,26.0,1.4142135623730951,36960.0,25,False,False,False,False,89012,616,4235,1711.7692307692307,959.5047663673952,27.76759910583496,44.52203369140625,36.47485012174055,1.468544431645386,33.65210154397147,38.91072217623393,36.44594172577028,1.720833107569521,2.5092964172363352,12.023273468017578,6.42722551446212,2.4552911943718607,False,False,True,9,2,36960.0,25,22,0.0
225,13,27,4,6,7,616,49357,27296.5,21548.3093304324,1,11,6.75,4.645786621588784,39193.0,11,False,False,False,False,109186,616,12551,4043.925925925926,3361.3334456378366,10.805371284484863,51.90448760986328,44.1299006999136,3.189479750806653,38.549060344696045,46.310886829369714,43.64741149133972,2.1569408125293155,5.683483123779297,40.92829418182373,11.956684861864362,9.268382520651144,False,False,True,3,7,49357.0,10,5,0.0
310,47,32,2,4,4,18942,94017,56479.5,53086.04159758006,7,25,16.0,12.727922061357855,18942.0,7,False,False,False,False,112959,693,14168,3529.96875,3068.996005677248,22.41764068603516,52.15426254272461,43.856580793422125,1.1157907234908908,39.92036918971849,46.89833937750922,44.02881097325921,2.27826237957701,2.5132865905761648,24.7077751159668,6.980525493621824,7.557987914330771,False,True,True,3,3,94017.0,25,9,0.0
